X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
Radja Nainggolan,83,CAM,Rare,4.2K,3,3,H \ H,71,80,80,83,83,81,"176cm | 5'9""
                                                                              Unique  (65kg)",1633,478,2299
Marcel Sabitzer,83,CM,Rare,1.9K,3,4,H \ H,80,83,80,80,65,78,"178cm | 5'10""
                                                                              Average  (76kg)",522,466,2224
Carlos Vela,83,RW,Rare,1.2K,4,2,H \ L,80,82,78,84,31,67,"177cm | 5'10""
                                                                              Average  (77kg)",136,422,2035
Blaise Matuidi,83,CDM,Rare,1.6K,2,2,M \ H,75,66,75,78,82,79,"180cm | 5'11""
                                                                              Unique  (75kg)",356,455,2183
Kevin Trapp,83,GK,Rare,1.1K,1,4,M \ M,82,78,79,85,48,83,"189cm | 6'2""
                                                                              High & Average  (86kg)",203,455,897
Denis Zakaria,83,CDM,Rare,1.3K,3,3,M \ M,83,64,75,78,81,85,"190cm | 6'3""
                                                                              High & Average  (80kg)",1650,466,2095
Charles Aránguiz,83,CDM,Rare,1.5K,3,4,M \ M,60,72,82,81,78,73,"171cm | 5'7""
                                                                              Lean  (70kg)",194,446,2197
Nélson Semedo,83,RB,Rare,0,4,3,M \ H,92,57,69,82,77,76,"177cm | 5'10""
                                                                              Lean  (67kg)",168,453,2077
Gonzalo Higuaín,83,ST,Rare,0,3,4,H \ M,65,85,71,80,31,69,"186cm | 6'1""
                                                                              Unique  (89kg)",-48,401,1952
Renato Augusto,83,CM,Rare,1.5K,4,4,H \ H,71,79,82,81,72,77,"186cm | 6'1""
                                                                              High & Average  (86kg)",225,462,2207
Jan Vertonghen,83,CB,Rare,1.8K,3,3,H \ H,59,62,72,71,85,78,"189cm | 6'2""
                                                                              High & Average  (86kg)",155,427,2077
Éver Banega,83,CM,Rare,2K,4,4,H \ M,63,74,84,82,76,70,"174cm | 5'9""
                                                                              Average  (71kg)",0,449,2196
Edin Džeko,83,ST,Rare,1.3K,2,5,M \ M,59,84,71,75,46,73,"193cm | 6'4""
                                                                              High & Average+  (80kg)",97,408,1938
Arturo Vidal,83,CM,Rare,0,3,4,H \ H,65,79,79,78,83,86,"180cm | 5'11""
                                                                              Unique  (75kg)",85,470,2305
Yuri Berchiche Izeta,83,LB,Rare,2.2K,3,3,H \ M,83,68,76,76,80,83,"181cm | 5'11""
                                                                              Average  (80kg)",503,466,2197
Fernando Reges,83,CDM,Rare,2.2K,3,3,M \ M,66,62,74,73,82,82,"183cm | 6'0""
                                                                              Lean  (76kg)",240,439,2084
Paulinho,83,CM,Rare,1.7K,4,4,H \ H,72,82,77,82,80,85,"183cm | 6'0""
                                                                              Average  (80kg)",1138,478,2303
Oscar dos Santos Emboaba,83,CAM,Rare,2.3K,4,3,H \ H,78,79,83,82,58,65,"179cm | 5'10""
                                                                              Lean  (66kg)",156,445,2159
Iker Muniain Goñi,83,LW,Rare,1.8K,4,3,M \ L,81,75,80,87,51,60,"170cm | 5'7""
                                                                              Short & Lean-  (66kg)",129,434,2086
Lukáš Hrádecký,83,GK,Rare,1.2K,1,3,M \ M,85,78,69,87,40,83,"192cm | 6'4""
                                                                              High & Average+  (82kg)",140,442,843
Kostas Manolas,83,CB,Rare,2.5K,2,2,L \ H,82,25,42,62,85,79,"189cm | 6'2""
                                                                              High & Average  (83kg)",1139,375,1672
Koen Casteels,83,GK,Rare,1.2K,1,2,M \ M,83,80,80,84,45,83,"197cm | 6'6""
                                                                              High & Average  (86kg)",237,455,929
Alexandre Lacazette,83,ST,Rare,3.5K,4,4,H \ H,76,82,75,84,46,75,"176cm | 5'9""
                                                                              Unique  (77kg)",213,438,2120
Aitor Fernández,83,GK,Rare,1.6K,1,2,M \ M,84,78,74,86,56,81,"182cm | 6'0""
                                                                              Average  (78kg)",58,459,1006
Sergi Roberto Carnicer,83,RB,Rare,3K,4,3,H \ M,77,63,81,78,77,73,"178cm | 5'10""
                                                                              Lean  (68kg)",78,449,2104
Francesco Acerbi,83,CB,Rare,3.3K,3,3,M \ H,62,50,62,64,86,83,"192cm | 6'4""
                                                                              High & Average  (88kg)",77,407,1904
Allan Marques Loureiro,83,CM,Rare,2.2K,4,3,M \ H,73,71,77,83,85,83,"175cm | 5'9""
                                                                              Average  (74kg)",4477,472,2216
Cristian Portugues Manzanera,83,RW,Rare,2.6K,3,4,H \ H,90,79,81,82,59,79,"167cm | 5'6""
                                                                              Short & Lean-  (66kg)",1427,470,2197
Samuel Umtiti,83,CB,Rare,4.1K,2,3,M \ M,66,62,69,69,83,79,"182cm | 6'0""
                                                                              Unique  (75kg)",278,428,2077
Edin Višća,83,RM,Rare,1.3K,4,4,H \ M,88,77,79,82,47,64,"172cm | 5'8""
                                                                              Lean  (63kg)",141,437,2100
Gerard Moreno Balagueró,83,ST,Rare,3.5K,3,4,H \ M,76,84,76,80,46,73,"180cm | 5'11""
                                                                              Average  (77kg)",86,435,2089
Filip Kostić,83,LM,Rare,1.6K,3,2,H \ H,88,76,79,83,68,80,"184cm | 6'0""
                                                                              Average  (82kg)",197,474,2228
José Luís Gayà Peña,83,LB,Rare,1.9K,4,3,H \ M,84,61,78,80,79,70,"172cm | 5'8""
                                                                              Lean  (66kg)",210,452,2117
Thomas Strakosha,83,GK,Rare,1.3K,1,2,M \ M,86,79,75,88,43,81,"193cm | 6'4""
                                                                              High & Average+  (78kg)",68,452,876
Duván Zapata,83,ST,Rare,1.9K,3,4,H \ M,75,81,59,78,37,83,"189cm | 6'2""
                                                                              High & Average  (88kg)",90,413,1924
Nabil Fekir,83,CAM,Rare,1.8K,4,4,H \ M,79,82,81,87,38,79,"173cm | 5'8""
                                                                              Stocky  (75kg)",868,446,2133
Diego Carlos Santos Silva,83,CB,Rare,4.1K,3,4,M \ H,77,47,63,68,82,83,"185cm | 6'1""
                                                                              High & Stocky  (86kg)",2845,420,1961
Martin Dúbravka,83,GK,Rare,3.4K,1,2,M \ M,79,80,81,86,47,82,"190cm | 6'3""
                                                                              High & Average+  (80kg)",200,455,997
Pau López Sabata,83,GK,Rare,1.1K,1,3,M \ M,82,83,79,84,48,82,"189cm | 6'2""
                                                                              High & Average+  (77kg)",90,458,1016
Donny van de Beek,83,CM,Rare,1.6K,3,3,H \ M,70,80,78,79,72,80,"184cm | 6'0""
                                                                              Unique  (74kg)",1243,459,2205
Gonzalo Higuaín,83,ST,Rare,1.2K,3,4,H \ M,65,85,71,80,31,69,"186cm | 6'1""
                                                                              Unique  (89kg)",27,401,1952
Arturo Vidal,83,CM,Rare,2K,3,4,H \ H,65,79,79,78,83,86,"180cm | 5'11""
                                                                              Unique  (75kg)",432,470,2305
Nélson Semedo,83,RB,Rare,4K,4,3,M \ H,92,57,69,82,77,76,"177cm | 5'10""
                                                                              Lean  (67kg)",3796,453,2077
Marcos Acuña,83,LB,Rare,1.8K,4,3,H \ H,76,74,82,86,78,82,"172cm | 5'8""
                                                                              Stocky  (69kg)",289,478,2305
Gareth Bale,83,RW,Rare,0,4,3,M \ M,88,84,82,80,58,73,"185cm | 6'1""
                                                                              Unique  (82kg)",-234,465,2247
Radja Nainggolan,83,CAM,Rare,1.6K,3,3,H \ H,71,80,80,83,83,81,"176cm | 5'9""
                                                                              Unique  (65kg)",216,478,2299
Martin Ødegaard,83,CAM,Rare,1.5K,5,2,M \ M,78,75,84,84,58,63,"178cm | 5'10""
                                                                              Lean  (68kg)",349,442,2113
Dimitri Payet,82,LW,Rare,3.7K,4,4,H \ L,70,79,84,85,39,67,"175cm | 5'9""
                                                                              Stocky  (77kg)",60,424,2061
Giovani Lo Celso,82,CM,Rare,1.5K,4,3,H \ H,77,77,82,85,65,73,"177cm | 5'10""
                                                                              Average  (68kg)",396,459,2197
Marco Asensio,82,LW,Rare,2.3K,4,3,H \ M,79,80,81,83,43,61,"182cm | 6'0""
                                                                              Average  (76kg)",170,427,2055
Emre Can,82,CM,Rare,1.1K,3,4,M \ H,74,78,79,80,83,87,"186cm | 6'1""
                                                                              High & Average  (86kg)",1525,481,2291
Marcos Llorente,82,CM,Rare,1.9K,3,3,H \ H,84,74,79,81,78,82,"184cm | 6'0""
                                                                              Lean  (74kg)",3304,478,2221
Yannick Carrasco,82,LM,Rare,1.3K,4,4,H \ L,91,81,75,84,36,65,"181cm | 5'11""
                                                                              Lean  (72kg)",1231,432,2044
Quincy Promes,82,CAM,Rare,2.2K,5,4,H \ M,89,80,79,82,46,71,"174cm | 5'9""
                                                                              Average  (72kg)",2172,447,2136
Mesut Özil,82,CAM,Rare,1.9K,4,2,M \ L,64,69,85,83,24,55,"180cm | 5'11""
                                                                              Unique  (71kg)",408,380,1879
Daley Blind,82,CB,Rare,1.2K,3,3,H \ M,54,65,81,78,83,73,"180cm | 5'11""
                                                                              Average  (72kg)",70,434,2146
James Rodríguez,82,CAM,Rare,1.1K,4,2,M \ M,53,86,85,86,50,63,"180cm | 5'11""
                                                                              Average  (75kg)",577,423,2122
Anderson Talisca,82,CAM,Rare,1K,4,4,H \ L,80,82,81,82,54,75,"190cm | 6'3""
                                                                              High & Lean   (80kg)",870,454,2190
Nicolas Pépé,82,RM,Rare,1.1K,4,2,H \ M,89,78,75,83,33,66,"183cm | 6'0""
                                                                              Unique  (73kg)",679,424,2030
Andrej Kramaric,82,ST,Rare,1K,4,4,M \ M,71,85,73,85,30,71,"177cm | 5'10""
                                                                              Average  (73kg)",230,415,2049
Mike Maignan,82,GK,Rare,1K,1,3,M \ M,80,80,82,83,47,82,"191cm | 6'3""
                                                                              High & Average  (91kg)",193,454,961
Gianluigi Buffon,82,GK,Rare,1K,1,2,M \ M,77,76,74,78,34,91,"192cm | 6'4""
                                                                              High & Average  (92kg)",410,430,966
Raúl Albiol Tortajada,82,CB,Non-Rare,4.6K,2,3,L \ H,45,41,62,64,86,75,"187cm | 6'2""
                                                                              High & Average+  (74kg)",28,373,1794
Ivan Rakitić,82,CM,Rare,1.2K,3,4,M \ M,61,79,85,78,75,69,"184cm | 6'0""
                                                                              Average  (78kg)",88,447,2171
Lars Bender,82,RB,Rare,1.1K,2,3,M \ H,60,64,72,73,84,77,"185cm | 6'1""
                                                                              High & Average+  (78kg)",107,430,2062
